,ts_code,symbol,name,area,industry,list_date
2658,301215.SZ,301215.SZ#E,中汽股份,江苏,汽车服务,20220308
2659,301216.SZ,301216.SZ#E,万凯新材,浙江,化工原料,20220329
2660,301217.SZ,301217.SZ#E,铜冠铜箔,安徽,元器件,20220127
2661,301218.SZ,301218.SZ#E,华是科技,浙江,软件服务,20220307
2662,301219.SZ,301219.SZ#E,腾远钴业,江西,小金属,20220317
2663,301220.SZ,301220.SZ#E,亚香股份,江苏,化工原料,20220622
2664,301221.SZ,301221.SZ#E,光庭信息,湖北,软件服务,20211222
2665,301222.SZ,301222.SZ#E,浙江恒威,浙江,电气设备,20220309
2666,301223.SZ,301223.SZ#E,中荣股份,广东,广告包装,20221026
2667,301226.SZ,301226.SZ#E,祥明智能,江苏,电气设备,20220325
2668,301227.SZ,301227.SZ#E,森鹰窗业,黑龙江,家居用品,20220926
2669,301228.SZ,301228.SZ#E,实朴检测,上海,电器仪表,20220128
2670,301229.SZ,301229.SZ#E,纽泰格,江苏,汽车配件,20220222
2671,301230.SZ,301230.SZ#E,泓博医药,上海,生物制药,20221101
2672,301231.SZ,301231.SZ#E,荣信文化,陕西,出版业,20220908
2673,301233.SZ,301233.SZ#E,盛帮股份,四川,汽车配件,20220706
2674,301234.SZ,301234.SZ#E,五洲医疗,安徽,医疗保健,20220705
2675,301235.SZ,301235.SZ#E,华康医疗,湖北,医疗保健,20220128
2676,301236.SZ,301236.SZ#E,软通动力,北京,软件服务,20220315
2677,301237.SZ,301237.SZ#E,和顺科技,浙江,塑料,20220323
2678,301238.SZ,301238.SZ#E,瑞泰新材,江苏,化工原料,20220617
2679,301239.SZ,301239.SZ#E,普瑞眼科,四川,医疗保健,20220705
2680,301246.SZ,301246.SZ#E,宏源药业,湖北,化学制药,20230320
2681,301248.SZ,301248.SZ#E,杰创智能,广东,软件服务,20220420
2682,301252.SZ,301252.SZ#E,同星科技,浙江,机械基件,20230525
2683,301255.SZ,301255.SZ#E,通力科技,浙江,机械基件,20221227
2684,301256.SZ,301256.SZ#E,华融化学,四川,化工原料,20220322
2685,301257.SZ,301257.SZ#E,普蕊斯,上海,医疗保健,20220517
2686,301258.SZ,301258.SZ#E,富士莱,江苏,化学制药,20220329
2687,301259.SZ,301259.SZ#E,艾布鲁,湖南,环境保护,20220426
2688,301260.SZ,301260.SZ#E,格力博,江苏,专用机械,20230208
2689,301263.SZ,301263.SZ#E,泰恩康,广东,医药商业,20220329
2690,301265.SZ,301265.SZ#E,华新环保,北京,环境保护,20221216
2691,301266.SZ,301266.SZ#E,宇邦新材,江苏,电气设备,20220608
2692,301267.SZ,301267.SZ#E,华厦眼科,福建,医疗保健,20221107
2693,301268.SZ,301268.SZ#E,铭利达,深圳,机械基件,20220407
2694,301269.SZ,301269.SZ#E,华大九天,北京,半导体,20220729
2695,301270.SZ,301270.SZ#E,汉仪股份,北京,软件服务,20220831
2696,301273.SZ,301273.SZ#E,瑞晨环保,上海,机械基件,20221025
2697,301276.SZ,301276.SZ#E,嘉曼服饰,北京,服饰,20220909
2698,301277.SZ,301277.SZ#E,新天地,河南,化学制药,20221116
2699,301278.SZ,301278.SZ#E,快可电子,江苏,电气设备,20220804
2700,301279.SZ,301279.SZ#E,金道科技,浙江,机械基件,20220413
2701,301280.SZ,301280.SZ#E,珠城科技,浙江,元器件,20221226
2702,301281.SZ,301281.SZ#E,科源制药,山东,化学制药,20230404
2703,301282.SZ,301282.SZ#E,金禄电子,广东,元器件,20220826
2704,301283.SZ,301283.SZ#E,聚胶股份,广东,日用化工,20220902
2705,301285.SZ,301285.SZ#E,鸿日达,江苏,元器件,20220928
2706,301286.SZ,301286.SZ#E,侨源股份,四川,化工原料,20220614
2707,301288.SZ,301288.SZ#E,清研环境,深圳,环境保护,20220422
2708,301289.SZ,301289.SZ#E,国缆检测,上海,电器仪表,20220622
2709,301290.SZ,301290.SZ#E,东星医疗,江苏,医疗保健,20221130
2710,301293.SZ,301293.SZ#E,三博脑科,北京,医疗保健,20230505
2711,301296.SZ,301296.SZ#E,新巨丰,山东,广告包装,20220902
2712,301297.SZ,301297.SZ#E,富乐德,安徽,半导体,20221230
2713,301298.SZ,301298.SZ#E,东利机械,河北,汽车配件,20220606
2714,301299.SZ,301299.SZ#E,卓创资讯,山东,互联网,20221019
2715,301300.SZ,301300.SZ#E,远翔新材,福建,化工原料,20220819
2716,301301.SZ,301301.SZ#E,川宁生物,新疆,化学制药,20221227
2717,301302.SZ,301302.SZ#E,华如科技,北京,软件服务,20220623
2718,301303.SZ,301303.SZ#E,真兰仪表,上海,电器仪表,20230220
2719,301305.SZ,301305.SZ#E,朗坤环境,深圳,环境保护,20230523
2720,301306.SZ,301306.SZ#E,西测测试,陕西,综合类,20220726
2721,301307.SZ,301307.SZ#E,美利信,重庆,通信设备,20230424
2722,301308.SZ,301308.SZ#E,江波龙,深圳,半导体,20220805
2723,301309.SZ,301309.SZ#E,万得凯,浙江,机械基件,20220919
2724,301310.SZ,301310.SZ#E,C鑫宏业,江苏,汽车配件,20230602
2725,301311.SZ,301311.SZ#E,昆船智能,云南,机械基件,20221130
2726,301312.SZ,301312.SZ#E,智立方,深圳,专用机械,20220711
2727,301313.SZ,301313.SZ#E,凡拓数创,广东,文教休闲,20220930
2728,301314.SZ,301314.SZ#E,科瑞思,广东,元器件,20230328
2729,301316.SZ,301316.SZ#E,慧博云通,浙江,软件服务,20221013
2730,301317.SZ,301317.SZ#E,鑫磊股份,浙江,机械基件,20230119
2731,301318.SZ,301318.SZ#E,维海德,深圳,IT设备,20220810
2732,301319.SZ,301319.SZ#E,唯特偶,深圳,元器件,20220929
2733,301321.SZ,301321.SZ#E,翰博高新,安徽,元器件,20220818
2734,301322.SZ,301322.SZ#E,绿通科技,广东,摩托车,20230306
2735,301323.SZ,301323.SZ#E,N新莱福,广东,橡胶,20230606
2736,301325.SZ,301325.SZ#E,曼恩斯特,深圳,专用机械,20230512
2737,301326.SZ,301326.SZ#E,捷邦科技,广东,元器件,20220921
2738,301327.SZ,301327.SZ#E,华宝新能,深圳,电气设备,20220919
2739,301328.SZ,301328.SZ#E,维峰电子,广东,专用机械,20220908
2740,301330.SZ,301330.SZ#E,熵基科技,广东,IT设备,20220817
2741,301331.SZ,301331.SZ#E,恩威医药,西藏,中成药,20220921
2742,301332.SZ,301332.SZ#E,德尔玛,广东,家用电器,20230518
2743,301333.SZ,301333.SZ#E,诺思格,北京,医疗保健,20220802
2744,301335.SZ,301335.SZ#E,天元宠物,浙江,文教休闲,20221118
2745,301336.SZ,301336.SZ#E,趣睡科技,四川,家居用品,20220812
2746,301337.SZ,301337.SZ#E,亚华电子,山东,软件服务,20230526
2747,301338.SZ,301338.SZ#E,凯格精机,广东,专用机械,20220816
2748,301339.SZ,301339.SZ#E,通行宝,江苏,软件服务,20220909
2749,301345.SZ,301345.SZ#E,涛涛车业,浙江,摩托车,20230321
2750,301349.SZ,301349.SZ#E,信德新材,辽宁,化工原料,20220909
2751,301353.SZ,301353.SZ#E,普莱得,浙江,专用机械,20230530
2752,301356.SZ,301356.SZ#E,天振股份,浙江,家居用品,20221114
2753,301357.SZ,301357.SZ#E,北方长龙,陕西,专用机械,20230418
2754,301358.SZ,301358.SZ#E,湖南裕能,湖南,电气设备,20230209
2755,301359.SZ,301359.SZ#E,东南电子,浙江,电气设备,20221109
2756,301360.SZ,301360.SZ#E,荣旗科技,江苏,专用机械,20230425
2757,301361.SZ,301361.SZ#E,众智科技,河南,电气设备,20221116
2758,301363.SZ,301363.SZ#E,美好医疗,深圳,医疗保健,20221012
2759,301365.SZ,301365.SZ#E,矩阵股份,深圳,装修装饰,20221122
2760,301366.SZ,301366.SZ#E,一博科技,深圳,元器件,20220926
2761,301367.SZ,301367.SZ#E,怡和嘉业,北京,医疗保健,20221101
2762,301368.SZ,301368.SZ#E,丰立智能,浙江,机械基件,20221215
2763,301369.SZ,301369.SZ#E,联动科技,广东,半导体,20220922
2764,301373.SZ,301373.SZ#E,凌玮科技,广东,化工原料,20230208
2765,301377.SZ,301377.SZ#E,鼎泰高科,广东,机械基件,20221122
2766,301378.SZ,301378.SZ#E,通达海,江苏,软件服务,20230320
2767,301379.SZ,301379.SZ#E,天山电子,广西,元器件,20221101
2768,301380.SZ,301380.SZ#E,挖金客,北京,软件服务,20221025
2769,301382.SZ,301382.SZ#E,蜂助手,广东,互联网,20230517
2770,301386.SZ,301386.SZ#E,未来电器,江苏,电气设备,20230329
2771,301387.SZ,301387.SZ#E,光大同创,深圳,元器件,20230418
2772,301388.SZ,301388.SZ#E,欣灵电气,浙江,电气设备,20221109
2773,301389.SZ,301389.SZ#E,隆扬电子,江苏,元器件,20221031
2774,301390.SZ,301390.SZ#E,经纬股份,浙江,建筑工程,20230508
2775,301391.SZ,301391.SZ#E,卡莱特,深圳,IT设备,20221201
2776,301396.SZ,301396.SZ#E,宏景科技,广东,软件服务,20221111
2777,301398.SZ,301398.SZ#E,星源卓镁,浙江,汽车配件,20221215
2778,301399.SZ,301399.SZ#E,英特科技,浙江,机械基件,20230523
2779,301408.SZ,301408.SZ#E,华人健康,安徽,医药商业,20230301
2780,301419.SZ,301419.SZ#E,阿莱德,上海,元器件,20230209
2781,301428.SZ,301428.SZ#E,世纪恒通,贵州,互联网,20230519
2782,301429.SZ,301429.SZ#E,森泰股份,安徽,其他建材,20230417
2783,301439.SZ,301439.SZ#E,泓淋电力,山东,电气设备,20230317
2784,430017.BJ,430017.BJ#E,星昊医药,北京,化学制药,20230531
2785,430047.BJ,430047.BJ#E,诺思兰德,北京,生物制药,20201124
2786,430090.BJ,430090.BJ#E,同辉信息,北京,软件服务,20210809
2787,430139.BJ,430139.BJ#E,华岭股份,上海,半导体,20221028
2788,430198.BJ,430198.BJ#E,微创光电,湖北,IT设备,20200727
2789,430300.BJ,430300.BJ#E,辰光医疗,上海,医疗保健,20221207
2790,430418.BJ,430418.BJ#E,苏轴股份,江苏,汽车配件,20200727
2791,430425.BJ,430425.BJ#E,乐创技术,四川,专用机械,20230130
2792,430476.BJ,430476.BJ#E,海能技术,山东,电器仪表,20221014
2793,430478.BJ,430478.BJ#E,峆一药业,安徽,化学制药,20230223
2794,430489.BJ,430489.BJ#E,佳先股份,安徽,化工原料,20200727
2795,430510.BJ,430510.BJ#E,丰光精密,山东,机械基件,20201228
2796,430556.BJ,430556.BJ#E,雅达股份,广东,电器仪表,20230317
2797,430564.BJ,430564.BJ#E,天润科技,陕西,软件服务,20220617
2798,430685.BJ,430685.BJ#E,新芝生物,浙江,电器仪表,20221010
2799,430718.BJ,430718.BJ#E,合肥高科,安徽,家用电器,20221222
2800,600000.SH,600000.SH#E,浦发银行,上海,银行,19991110
2801,600004.SH,600004.SH#E,白云机场,广东,机场,20030428
2802,600006.SH,600006.SH#E,东风汽车,湖北,汽车整车,19990727
2803,600007.SH,600007.SH#E,中国国贸,北京,园区开发,19990312
2804,600008.SH,600008.SH#E,首创环保,北京,环境保护,20000427
2805,600009.SH,600009.SH#E,上海机场,上海,机场,19980218
2806,600010.SH,600010.SH#E,包钢股份,内蒙,普钢,20010309
2807,600011.SH,600011.SH#E,华能国际,北京,火力发电,20011206
2808,600012.SH,600012.SH#E,皖通高速,安徽,路桥,20030107
2809,600015.SH,600015.SH#E,华夏银行,北京,银行,20030912
2810,600016.SH,600016.SH#E,民生银行,北京,银行,20001219
2811,600017.SH,600017.SH#E,日照港,山东,港口,20061017
2812,600018.SH,600018.SH#E,上港集团,上海,港口,20061026
2813,600019.SH,600019.SH#E,宝钢股份,上海,普钢,20001212
2814,600020.SH,600020.SH#E,中原高速,河南,路桥,20030808
2815,600021.SH,600021.SH#E,上海电力,上海,火力发电,20031029
2816,600022.SH,600022.SH#E,山东钢铁,山东,普钢,20040629
2817,600023.SH,600023.SH#E,浙能电力,浙江,火力发电,20131219
2818,600025.SH,600025.SH#E,华能水电,云南,水力发电,20171215
2819,600026.SH,600026.SH#E,中远海能,上海,水运,20020523
2820,600027.SH,600027.SH#E,华电国际,山东,火力发电,20050203
2821,600028.SH,600028.SH#E,中国石化,北京,石油加工,20010808
2822,600029.SH,600029.SH#E,南方航空,广东,空运,20030725
2823,600030.SH,600030.SH#E,中信证券,深圳,证券,20030106
2824,600031.SH,600031.SH#E,三一重工,北京,工程机械,20030703
2825,600032.SH,600032.SH#E,浙江新能,浙江,新型电力,20210525
2826,600033.SH,600033.SH#E,福建高速,福建,路桥,20010209
2827,600035.SH,600035.SH#E,楚天高速,湖北,路桥,20040310
2828,600036.SH,600036.SH#E,招商银行,深圳,银行,20020409
2829,600037.SH,600037.SH#E,歌华有线,北京,影视音像,20010208
2830,600038.SH,600038.SH#E,中直股份,黑龙江,航空,20001218
2831,600039.SH,600039.SH#E,四川路桥,四川,建筑工程,20030325
2832,600048.SH,600048.SH#E,保利发展,广东,全国地产,20060731
2833,600050.SH,600050.SH#E,中国联通,北京,电信运营,20021009
2834,600051.SH,600051.SH#E,宁波联合,浙江,综合类,19970410
2835,600052.SH,600052.SH#E,东望时代,浙江,供气供热,19970415
2836,600053.SH,600053.SH#E,九鼎投资,江西,多元金融,19970418
2837,600054.SH,600054.SH#E,黄山旅游,安徽,旅游景点,19970506
2838,600055.SH,600055.SH#E,万东医疗,北京,医疗保健,19970519
2839,600056.SH,600056.SH#E,中国医药,北京,医药商业,19970515
2840,600057.SH,600057.SH#E,厦门象屿,福建,仓储物流,19970604
2841,600058.SH,600058.SH#E,五矿发展,北京,商贸代理,19970528
2842,600059.SH,600059.SH#E,古越龙山,浙江,红黄酒,19970516
2843,600060.SH,600060.SH#E,海信视像,山东,家用电器,19970422
2844,600061.SH,600061.SH#E,国投资本,上海,证券,19970519
2845,600062.SH,600062.SH#E,华润双鹤,北京,化学制药,19970522
2846,600063.SH,600063.SH#E,皖维高新,安徽,化纤,19970528
2847,600064.SH,600064.SH#E,南京高科,江苏,园区开发,19970506
2848,600066.SH,600066.SH#E,宇通客车,河南,汽车整车,19970508
2849,600067.SH,600067.SH#E,冠城大通,福建,区域地产,19970508
2850,600070.SH,600070.SH#E,ST富润,浙江,互联网,19970604
2851,600071.SH,600071.SH#E,凤凰光学,江西,元器件,19970528
2852,600072.SH,600072.SH#E,中船科技,上海,船舶,19970603
2853,600073.SH,600073.SH#E,上海梅林,上海,食品,19970704
2854,600075.SH,600075.SH#E,新疆天业,新疆,化工原料,19970617
2855,600076.SH,600076.SH#E,康欣新材,山东,广告包装,19970526
2856,600077.SH,600077.SH#E,*ST宋都,浙江,全国地产,19970520
2857,600078.SH,600078.SH#E,ST澄星,江苏,化工原料,19970627
2858,600079.SH,600079.SH#E,人福医药,湖北,化学制药,19970606
2859,600080.SH,600080.SH#E,金花股份,陕西,中成药,19970612
2860,600081.SH,600081.SH#E,东风科技,上海,汽车配件,19970703
2861,600082.SH,600082.SH#E,海泰发展,天津,园区开发,19970620
2862,600083.SH,600083.SH#E,博信股份,江苏,综合类,19970606
2863,600084.SH,600084.SH#E,中葡股份,新疆,红黄酒,19970711
2864,600085.SH,600085.SH#E,同仁堂,北京,中成药,19970625
2865,600088.SH,600088.SH#E,中视传媒,上海,影视音像,19970616
2866,600089.SH,600089.SH#E,特变电工,新疆,电气设备,19970618
2867,600094.SH,600094.SH#E,大名城,上海,区域地产,19970703
2868,600095.SH,600095.SH#E,湘财股份,黑龙江,证券,19970708
2869,600096.SH,600096.SH#E,云天化,云南,农药化肥,19970709
2870,600097.SH,600097.SH#E,开创国际,上海,渔业,19970619
2871,600098.SH,600098.SH#E,广州发展,广东,火力发电,19970718
2872,600099.SH,600099.SH#E,林海股份,江苏,汽车整车,19970704
2873,600100.SH,600100.SH#E,同方股份,北京,IT设备,19970627
2874,600101.SH,600101.SH#E,明星电力,四川,水力发电,19970627
2875,600103.SH,600103.SH#E,青山纸业,福建,造纸,19970703
2876,600104.SH,600104.SH#E,上汽集团,上海,汽车整车,19971125
2877,600105.SH,600105.SH#E,永鼎股份,江苏,通信设备,19970929
2878,600106.SH,600106.SH#E,重庆路桥,重庆,路桥,19970618
2879,600107.SH,600107.SH#E,美尔雅,湖北,服饰,19971106
2880,600108.SH,600108.SH#E,亚盛集团,甘肃,种植业,19970818
2881,600109.SH,600109.SH#E,国金证券,四川,证券,19970807
2882,600110.SH,600110.SH#E,诺德股份,吉林,电气设备,19971007
2883,600111.SH,600111.SH#E,北方稀土,内蒙,小金属,19970924
2884,600112.SH,600112.SH#E,ST天成,贵州,电气设备,19971127
2885,600113.SH,600113.SH#E,浙江东日,浙江,区域地产,19971021
2886,600114.SH,600114.SH#E,东睦股份,浙江,机械基件,20040511
2887,600115.SH,600115.SH#E,中国东航,上海,空运,19971105
2888,600116.SH,600116.SH#E,三峡水利,重庆,水力发电,19970804
2889,600117.SH,600117.SH#E,*ST西钢,青海,特种钢,19971015
2890,600118.SH,600118.SH#E,中国卫星,北京,航空,19970908
2891,600119.SH,600119.SH#E,长江投资,上海,仓储物流,19980115
2892,600120.SH,600120.SH#E,浙江东方,浙江,多元金融,19971201
2893,600121.SH,600121.SH#E,郑州煤电,河南,煤炭开采,19980107
2894,600122.SH,600122.SH#E,*ST宏图,江苏,电气设备,19980420
2895,600123.SH,600123.SH#E,兰花科创,山西,煤炭开采,19981217
2896,600125.SH,600125.SH#E,铁龙物流,辽宁,铁路,19980511
2897,600126.SH,600126.SH#E,杭钢股份,浙江,普钢,19980311
2898,600127.SH,600127.SH#E,金健米业,湖南,农业综合,19980506
2899,600128.SH,600128.SH#E,弘业股份,江苏,商贸代理,19970901
2900,600129.SH,600129.SH#E,太极集团,重庆,中成药,19971118
2901,600130.SH,600130.SH#E,波导股份,浙江,元器件,20000706
2902,600131.SH,600131.SH#E,国网信通,四川,通信设备,19980402
2903,600132.SH,600132.SH#E,重庆啤酒,重庆,啤酒,19971030
2904,600133.SH,600133.SH#E,东湖高新,湖北,建筑工程,19980212
2905,600135.SH,600135.SH#E,乐凯胶片,河北,化工原料,19980122
2906,600136.SH,600136.SH#E,*ST明诚,湖北,影视音像,19980303
2907,600137.SH,600137.SH#E,浪莎股份,四川,服饰,19980416
2908,600138.SH,600138.SH#E,中青旅,北京,旅游服务,19971203
2909,600141.SH,600141.SH#E,兴发集团,湖北,农药化肥,19990616
2910,600143.SH,600143.SH#E,金发科技,广东,塑料,20040623
2911,600148.SH,600148.SH#E,长春一东,吉林,汽车配件,19980520
2912,600149.SH,600149.SH#E,廊坊发展,河北,综合类,19991014
2913,600150.SH,600150.SH#E,中国船舶,上海,船舶,19980520
2914,600151.SH,600151.SH#E,航天机电,上海,汽车配件,19980605
2915,600152.SH,600152.SH#E,维科技术,浙江,电气设备,19980609
2916,600153.SH,600153.SH#E,建发股份,福建,仓储物流,19980616
2917,600155.SH,600155.SH#E,华创云信,北京,证券,19980918
2918,600156.SH,600156.SH#E,华升股份,湖南,纺织,19980527
2919,600157.SH,600157.SH#E,永泰能源,山西,火力发电,19980513
2920,600158.SH,600158.SH#E,中体产业,天津,文教休闲,19980327
2921,600159.SH,600159.SH#E,大龙地产,北京,区域地产,19980526
2922,600160.SH,600160.SH#E,巨化股份,浙江,化工原料,19980626
2923,600161.SH,600161.SH#E,天坛生物,北京,生物制药,19980616
2924,600162.SH,600162.SH#E,香江控股,深圳,全国地产,19980609
2925,600163.SH,600163.SH#E,中闽能源,福建,新型电力,19980602
2926,600165.SH,600165.SH#E,宁科生物,宁夏,化工原料,19980529
2927,600166.SH,600166.SH#E,福田汽车,北京,汽车整车,19980602
2928,600167.SH,600167.SH#E,联美控股,辽宁,供气供热,19990128
2929,600168.SH,600168.SH#E,武汉控股,湖北,水务,19980427
2930,600169.SH,600169.SH#E,太原重工,山西,工程机械,19980904
2931,600170.SH,600170.SH#E,上海建工,上海,建筑工程,19980623
2932,600171.SH,600171.SH#E,上海贝岭,上海,半导体,19980924
2933,600172.SH,600172.SH#E,黄河旋风,河南,矿物制品,19981126
2934,600173.SH,600173.SH#E,卧龙地产,浙江,全国地产,19990415
2935,600176.SH,600176.SH#E,中国巨石,浙江,玻璃,19990422
2936,600177.SH,600177.SH#E,雅戈尔,浙江,服饰,19981119
2937,600178.SH,600178.SH#E,东安动力,黑龙江,汽车配件,19981014
2938,600179.SH,600179.SH#E,安通控股,黑龙江,仓储物流,19981104
2939,600180.SH,600180.SH#E,瑞茂通,山东,仓储物流,19980703
2940,600182.SH,600182.SH#E,S佳通,黑龙江,汽车配件,19990507
2941,600183.SH,600183.SH#E,生益科技,广东,元器件,19981028
2942,600184.SH,600184.SH#E,光电股份,湖北,专用机械,20031106
2943,600185.SH,600185.SH#E,格力地产,广东,区域地产,19990611
2944,600186.SH,600186.SH#E,莲花健康,河南,食品,19980825
2945,600187.SH,600187.SH#E,国中水务,黑龙江,水务,19981111
2946,600188.SH,600188.SH#E,兖矿能源,山东,煤炭开采,19980701
2947,600189.SH,600189.SH#E,泉阳泉,吉林,软饮料,19981007
2948,600190.SH,600190.SH#E,锦州港,辽宁,港口,19990609
2949,600191.SH,600191.SH#E,华资实业,内蒙,食品,19981210
2950,600192.SH,600192.SH#E,长城电工,甘肃,电气设备,19981224
2951,600193.SH,600193.SH#E,创兴资源,上海,装修装饰,19990527
2952,600195.SH,600195.SH#E,中牧股份,北京,农业综合,19990107
2953,600196.SH,600196.SH#E,复星医药,上海,化学制药,19980807
2954,600197.SH,600197.SH#E,伊力特,新疆,白酒,19990916
2955,600198.SH,600198.SH#E,大唐电信,北京,通信设备,19981021
2956,600199.SH,600199.SH#E,金种子酒,安徽,白酒,19980812
2957,600200.SH,600200.SH#E,江苏吴中,江苏,化学制药,19990401
2958,600201.SH,600201.SH#E,生物股份,内蒙,农业综合,19990115
2959,600202.SH,600202.SH#E,哈空调,黑龙江,专用机械,19990603
2960,600203.SH,600203.SH#E,福日电子,福建,元器件,19990514
2961,600206.SH,600206.SH#E,有研新材,北京,半导体,19990319
2962,600207.SH,600207.SH#E,安彩高科,河南,电气设备,19990714
2963,600208.SH,600208.SH#E,新湖中宝,浙江,全国地产,19990623
2964,600210.SH,600210.SH#E,紫江企业,上海,广告包装,19990824
2965,600211.SH,600211.SH#E,西藏药业,西藏,中成药,19990721
2966,600212.SH,600212.SH#E,绿能慧充,山东,电气设备,19990817
2967,600213.SH,600213.SH#E,亚星客车,江苏,汽车整车,19990831
2968,600215.SH,600215.SH#E,派斯林,吉林,专用机械,19990909
2969,600216.SH,600216.SH#E,浙江医药,浙江,化学制药,19991021
2970,600217.SH,600217.SH#E,中再资环,陕西,环境保护,19991216
2971,600218.SH,600218.SH#E,全柴动力,安徽,汽车配件,19981203
2972,600219.SH,600219.SH#E,南山铝业,山东,铝,19991223
2973,600220.SH,600220.SH#E,江苏阳光,江苏,纺织,19990927
2974,600221.SH,600221.SH#E,海航控股,海南,空运,19991125
2975,600222.SH,600222.SH#E,太龙药业,河南,中成药,19991105
2976,600223.SH,600223.SH#E,福瑞达,山东,区域地产,20000113
2977,600225.SH,600225.SH#E,卓朗科技,天津,软件服务,20000127
2978,600226.SH,600226.SH#E,瀚叶股份,浙江,供气供热,19991116
2979,600227.SH,600227.SH#E,圣济堂,贵州,农药化肥,20000221
2980,600228.SH,600228.SH#E,返利科技,江西,互联网,19990119
2981,600229.SH,600229.SH#E,城市传媒,山东,出版业,20000309
2982,600230.SH,600230.SH#E,沧州大化,河北,化工原料,20000406
2983,600231.SH,600231.SH#E,凌钢股份,辽宁,普钢,20000511
2984,600232.SH,600232.SH#E,金鹰股份,浙江,纺织,20000602
2985,600233.SH,600233.SH#E,圆通速递,辽宁,仓储物流,20000608
2986,600234.SH,600234.SH#E,科新发展,山西,装修装饰,20000615
2987,600235.SH,600235.SH#E,民丰特纸,浙江,造纸,20000615
2988,600236.SH,600236.SH#E,桂冠电力,广西,水力发电,20000323
2989,600237.SH,600237.SH#E,铜峰电子,安徽,元器件,20000609
2990,600238.SH,600238.SH#E,海南椰岛,海南,红黄酒,20000120
2991,600239.SH,600239.SH#E,云南城投,云南,区域地产,19991202
2992,600241.SH,600241.SH#E,时代万恒,辽宁,电气设备,20001128
2993,600242.SH,600242.SH#E,退中昌,,,20001207
2994,600243.SH,600243.SH#E,青海华鼎,青海,运输设备,20001120
2995,600246.SH,600246.SH#E,万通发展,北京,区域地产,20000922
2996,600248.SH,600248.SH#E,陕西建工,陕西,建筑工程,20000622
2997,600249.SH,600249.SH#E,两面针,广西,日用化工,20040130
2998,600250.SH,600250.SH#E,南纺股份,江苏,商贸代理,20010306
2999,600251.SH,600251.SH#E,冠农股份,新疆,农业综合,20030609
3000,600252.SH,600252.SH#E,中恒集团,广西,中成药,20001130
3001,600255.SH,600255.SH#E,鑫科材料,安徽,小金属,20001122
3002,600256.SH,600256.SH#E,广汇能源,新疆,石油开采,20000526
3003,600257.SH,600257.SH#E,大湖股份,湖南,渔业,20000612
3004,600258.SH,600258.SH#E,首旅酒店,北京,酒店餐饮,20000601
3005,600259.SH,600259.SH#E,广晟有色,海南,小金属,20000525
3006,600261.SH,600261.SH#E,阳光照明,浙江,家用电器,20000720
3007,600262.SH,600262.SH#E,北方股份,内蒙,专用机械,20000630
3008,600265.SH,600265.SH#E,ST景谷,云南,林业,20000825
3009,600266.SH,600266.SH#E,城建发展,北京,区域地产,19990203
3010,600267.SH,600267.SH#E,海正药业,浙江,化学制药,20000725
3011,600268.SH,600268.SH#E,国电南自,江苏,电气设备,19991118
3012,600269.SH,600269.SH#E,赣粤高速,江西,路桥,20000518
3013,600271.SH,600271.SH#E,航天信息,北京,软件服务,20030711
3014,600272.SH,600272.SH#E,开开实业,上海,医药商业,20010228
3015,600273.SH,600273.SH#E,嘉化能源,浙江,化工原料,20030627
3016,600276.SH,600276.SH#E,恒瑞医药,江苏,化学制药,20001018
3017,600277.SH,600277.SH#E,亿利洁能,内蒙,化工原料,20000725
3018,600278.SH,600278.SH#E,东方创业,上海,商贸代理,20000712
3019,600279.SH,600279.SH#E,重庆港,重庆,港口,20000731
3020,600280.SH,600280.SH#E,中央商场,江苏,百货,20000926
3021,600281.SH,600281.SH#E,华阳新材,山西,小金属,20001109
3022,600282.SH,600282.SH#E,南钢股份,江苏,普钢,20000919
3023,600283.SH,600283.SH#E,钱江水利,浙江,水务,20001018
3024,600284.SH,600284.SH#E,浦东建设,上海,建筑工程,20040316
3025,600285.SH,600285.SH#E,羚锐制药,河南,中成药,20001018
3026,600287.SH,600287.SH#E,江苏舜天,江苏,商贸代理,20000901
3027,600288.SH,600288.SH#E,大恒科技,北京,元器件,20001129
3028,600289.SH,600289.SH#E,ST信通,黑龙江,软件服务,20000720
3029,600290.SH,600290.SH#E,*ST华仪,浙江,电气设备,20001106
3030,600292.SH,600292.SH#E,远达环保,重庆,环境保护,20001101
3031,600293.SH,600293.SH#E,三峡新材,湖北,玻璃,20000919
3032,600295.SH,600295.SH#E,鄂尔多斯,内蒙,特种钢,20010426
3033,600297.SH,600297.SH#E,广汇汽车,辽宁,汽车服务,20001116
3034,600298.SH,600298.SH#E,安琪酵母,湖北,食品,20000818
3035,600299.SH,600299.SH#E,安迪苏,北京,饲料,20000420
3036,600300.SH,600300.SH#E,维维股份,江苏,软饮料,20000630
3037,600301.SH,600301.SH#E,华锡有色,广西,小金属,20000712
3038,600302.SH,600302.SH#E,标准股份,陕西,纺织机械,20001213
3039,600303.SH,600303.SH#E,ST曙光,辽宁,汽车整车,20001226
3040,600305.SH,600305.SH#E,恒顺醋业,江苏,食品,20010206
3041,600306.SH,600306.SH#E,*ST商城,辽宁,百货,20001226
3042,600307.SH,600307.SH#E,酒钢宏兴,甘肃,普钢,20001220
3043,600308.SH,600308.SH#E,华泰股份,山东,造纸,20000928
3044,600309.SH,600309.SH#E,万华化学,山东,化工原料,20010105
