,ts_code,symbol,name,area,industry,list_date
1209,002708.SZ,002708.SZ#E,光洋股份,江苏,汽车配件,20140121
1210,002709.SZ,002709.SZ#E,天赐材料,广东,化工原料,20140123
1211,002712.SZ,002712.SZ#E,思美传媒,浙江,广告包装,20140123
1212,002713.SZ,002713.SZ#E,东易日盛,北京,装修装饰,20140219
1213,002714.SZ,002714.SZ#E,牧原股份,河南,农业综合,20140128
1214,002715.SZ,002715.SZ#E,登云股份,广东,汽车配件,20140219
1215,002716.SZ,002716.SZ#E,金贵银业,湖南,小金属,20140128
1216,002717.SZ,002717.SZ#E,岭南股份,广东,环境保护,20140219
1217,002718.SZ,002718.SZ#E,友邦吊顶,浙江,其他建材,20140128
1218,002719.SZ,002719.SZ#E,麦趣尔,新疆,乳制品,20140128
1219,002721.SZ,002721.SZ#E,*ST金一,北京,服饰,20140127
1220,002722.SZ,002722.SZ#E,物产金轮,江苏,纺织机械,20140128
1221,002723.SZ,002723.SZ#E,小崧股份,广东,家用电器,20140129
1222,002724.SZ,002724.SZ#E,海洋王,深圳,元器件,20141104
1223,002725.SZ,002725.SZ#E,跃岭股份,浙江,汽车配件,20140129
1224,002726.SZ,002726.SZ#E,龙大美食,山东,食品,20140626
1225,002727.SZ,002727.SZ#E,一心堂,云南,医药商业,20140702
1226,002728.SZ,002728.SZ#E,特一药业,广东,中成药,20140731
1227,002729.SZ,002729.SZ#E,好利科技,福建,元器件,20140912
1228,002730.SZ,002730.SZ#E,电光科技,浙江,专用机械,20141009
1229,002731.SZ,002731.SZ#E,萃华珠宝,辽宁,服饰,20141104
1230,002732.SZ,002732.SZ#E,燕塘乳业,广东,乳制品,20141205
1231,002733.SZ,002733.SZ#E,雄韬股份,深圳,电气设备,20141203
1232,002734.SZ,002734.SZ#E,利民股份,江苏,农药化肥,20150127
1233,002735.SZ,002735.SZ#E,王子新材,深圳,塑料,20141203
1234,002736.SZ,002736.SZ#E,国信证券,深圳,证券,20141229
1235,002737.SZ,002737.SZ#E,葵花药业,黑龙江,中成药,20141230
1236,002738.SZ,002738.SZ#E,中矿资源,北京,小金属,20141230
1237,002739.SZ,002739.SZ#E,万达电影,北京,影视音像,20150122
1238,002740.SZ,002740.SZ#E,*ST爱迪,福建,服饰,20150122
1239,002741.SZ,002741.SZ#E,光华科技,广东,化工原料,20150216
1240,002742.SZ,002742.SZ#E,ST三圣,重庆,其他建材,20150217
1241,002743.SZ,002743.SZ#E,富煌钢构,安徽,钢加工,20150217
1242,002745.SZ,002745.SZ#E,木林森,广东,元器件,20150217
1243,002746.SZ,002746.SZ#E,仙坛股份,山东,农业综合,20150216
1244,002747.SZ,002747.SZ#E,埃斯顿,江苏,机械基件,20150320
1245,002748.SZ,002748.SZ#E,世龙实业,江西,化工原料,20150319
1246,002749.SZ,002749.SZ#E,国光股份,四川,农药化肥,20150320
1247,002750.SZ,002750.SZ#E,龙津药业,云南,中成药,20150324
1248,002751.SZ,002751.SZ#E,*ST易尚,深圳,文教休闲,20150424
1249,002752.SZ,002752.SZ#E,昇兴股份,福建,广告包装,20150422
1250,002753.SZ,002753.SZ#E,永东股份,山西,化工原料,20150519
1251,002755.SZ,002755.SZ#E,奥赛康,北京,化学制药,20150515
1252,002756.SZ,002756.SZ#E,永兴材料,浙江,小金属,20150515
1253,002757.SZ,002757.SZ#E,南兴股份,广东,专用机械,20150527
1254,002758.SZ,002758.SZ#E,浙农股份,浙江,汽车服务,20150527
1255,002759.SZ,002759.SZ#E,天际股份,广东,家用电器,20150528
1256,002760.SZ,002760.SZ#E,凤形股份,江西,机械基件,20150611
1257,002761.SZ,002761.SZ#E,浙江建投,浙江,建筑工程,20150610
1258,002762.SZ,002762.SZ#E,金发拉比,广东,服饰,20150610
1259,002763.SZ,002763.SZ#E,汇洁股份,深圳,服饰,20150610
1260,002765.SZ,002765.SZ#E,蓝黛科技,重庆,元器件,20150612
1261,002766.SZ,002766.SZ#E,索菱股份,深圳,汽车配件,20150611
1262,002767.SZ,002767.SZ#E,先锋电子,浙江,电器仪表,20150612
1263,002768.SZ,002768.SZ#E,国恩股份,山东,塑料,20150630
1264,002769.SZ,002769.SZ#E,普路通,深圳,仓储物流,20150629
1265,002771.SZ,002771.SZ#E,真视通,北京,软件服务,20150629
1266,002772.SZ,002772.SZ#E,众兴菌业,甘肃,种植业,20150626
1267,002773.SZ,002773.SZ#E,康弘药业,四川,化学制药,20150626
1268,002774.SZ,002774.SZ#E,快意电梯,广东,运输设备,20170324
1269,002775.SZ,002775.SZ#E,文科园林,深圳,建筑工程,20150629
1270,002776.SZ,002776.SZ#E,*ST柏龙,广东,服饰,20150626
1271,002777.SZ,002777.SZ#E,久远银海,四川,软件服务,20151231
1272,002778.SZ,002778.SZ#E,中晟高科,江苏,环境保护,20160106
1273,002779.SZ,002779.SZ#E,中坚科技,浙江,农用机械,20151209
1274,002780.SZ,002780.SZ#E,三夫户外,北京,服饰,20151209
1275,002781.SZ,002781.SZ#E,*ST奇信,江西,装修装饰,20151222
1276,002782.SZ,002782.SZ#E,可立克,深圳,电气设备,20151222
1277,002783.SZ,002783.SZ#E,凯龙股份,湖北,化工原料,20151209
1278,002785.SZ,002785.SZ#E,万里石,福建,其他建材,20151223
1279,002786.SZ,002786.SZ#E,银宝山新,深圳,专用机械,20151223
1280,002787.SZ,002787.SZ#E,华源控股,江苏,广告包装,20151231
1281,002788.SZ,002788.SZ#E,鹭燕医药,福建,医药商业,20160218
1282,002789.SZ,002789.SZ#E,建艺集团,深圳,装修装饰,20160311
1283,002790.SZ,002790.SZ#E,瑞尔特,福建,家居用品,20160308
1284,002791.SZ,002791.SZ#E,坚朗五金,广东,其他建材,20160329
1285,002792.SZ,002792.SZ#E,通宇通讯,广东,通信设备,20160328
1286,002793.SZ,002793.SZ#E,罗欣药业,浙江,化学制药,20160415
1287,002795.SZ,002795.SZ#E,永和智控,浙江,机械基件,20160428
1288,002796.SZ,002796.SZ#E,世嘉科技,江苏,通信设备,20160510
1289,002797.SZ,002797.SZ#E,第一创业,深圳,证券,20160511
1290,002798.SZ,002798.SZ#E,帝欧家居,四川,家居用品,20160525
1291,002799.SZ,002799.SZ#E,环球印务,陕西,广告包装,20160608
1292,002800.SZ,002800.SZ#E,ST天顺,新疆,仓储物流,20160530
1293,002801.SZ,002801.SZ#E,微光股份,浙江,电气设备,20160622
1294,002802.SZ,002802.SZ#E,洪汇新材,江苏,化工原料,20160629
1295,002803.SZ,002803.SZ#E,吉宏股份,福建,互联网,20160712
1296,002805.SZ,002805.SZ#E,丰元股份,山东,电气设备,20160707
1297,002806.SZ,002806.SZ#E,华锋股份,广东,铝,20160726
1298,002807.SZ,002807.SZ#E,江阴银行,江苏,银行,20160902
1299,002808.SZ,002808.SZ#E,ST恒久,江苏,元器件,20160812
1300,002809.SZ,002809.SZ#E,红墙股份,广东,化工原料,20160823
1301,002810.SZ,002810.SZ#E,山东赫达,山东,化工原料,20160826
1302,002811.SZ,002811.SZ#E,郑中设计,深圳,装修装饰,20160908
1303,002812.SZ,002812.SZ#E,恩捷股份,云南,电气设备,20160914
1304,002813.SZ,002813.SZ#E,路畅科技,深圳,汽车配件,20161012
1305,002815.SZ,002815.SZ#E,崇达技术,深圳,元器件,20161012
1306,002816.SZ,002816.SZ#E,*ST和科,深圳,专用机械,20161025
1307,002817.SZ,002817.SZ#E,黄山胶囊,安徽,化学制药,20161025
1308,002818.SZ,002818.SZ#E,富森美,四川,其他商业,20161109
1309,002819.SZ,002819.SZ#E,东方中科,北京,电器仪表,20161111
1310,002820.SZ,002820.SZ#E,桂发祥,天津,食品,20161118
1311,002821.SZ,002821.SZ#E,凯莱英,天津,生物制药,20161118
1312,002822.SZ,002822.SZ#E,中装建设,深圳,装修装饰,20161129
1313,002823.SZ,002823.SZ#E,凯中精密,深圳,机械基件,20161124
1314,002824.SZ,002824.SZ#E,和胜股份,广东,铝,20170112
1315,002825.SZ,002825.SZ#E,纳尔股份,上海,化工原料,20161129
1316,002826.SZ,002826.SZ#E,易明医药,西藏,化学制药,20161209
1317,002827.SZ,002827.SZ#E,高争民爆,西藏,化工原料,20161209
1318,002828.SZ,002828.SZ#E,贝肯能源,新疆,石油开采,20161208
1319,002829.SZ,002829.SZ#E,星网宇达,北京,航空,20161213
1320,002830.SZ,002830.SZ#E,名雕股份,深圳,装修装饰,20161213
1321,002831.SZ,002831.SZ#E,裕同科技,深圳,广告包装,20161216
1322,002832.SZ,002832.SZ#E,比音勒芬,广东,服饰,20161223
1323,002833.SZ,002833.SZ#E,弘亚数控,广东,专用机械,20161228
1324,002835.SZ,002835.SZ#E,同为股份,深圳,IT设备,20161228
1325,002836.SZ,002836.SZ#E,新宏泽,广东,广告包装,20161229
1326,002837.SZ,002837.SZ#E,英维克,深圳,专用机械,20161229
1327,002838.SZ,002838.SZ#E,道恩股份,山东,塑料,20170106
1328,002839.SZ,002839.SZ#E,张家港行,江苏,银行,20170124
1329,002840.SZ,002840.SZ#E,华统股份,浙江,食品,20170110
1330,002841.SZ,002841.SZ#E,视源股份,广东,元器件,20170119
1331,002842.SZ,002842.SZ#E,翔鹭钨业,广东,小金属,20170119
1332,002843.SZ,002843.SZ#E,泰嘉股份,湖南,钢加工,20170120
1333,002845.SZ,002845.SZ#E,同兴达,深圳,元器件,20170125
1334,002846.SZ,002846.SZ#E,英联股份,广东,广告包装,20170207
1335,002847.SZ,002847.SZ#E,盐津铺子,湖南,食品,20170208
1336,002848.SZ,002848.SZ#E,高斯贝尔,湖南,家用电器,20170213
1337,002849.SZ,002849.SZ#E,威星智能,浙江,电器仪表,20170217
1338,002850.SZ,002850.SZ#E,科达利,深圳,电气设备,20170302
1339,002851.SZ,002851.SZ#E,麦格米特,深圳,电气设备,20170306
1340,002852.SZ,002852.SZ#E,道道全,湖南,食品,20170310
1341,002853.SZ,002853.SZ#E,皮阿诺,广东,家居用品,20170310
1342,002855.SZ,002855.SZ#E,捷荣技术,广东,元器件,20170321
1343,002856.SZ,002856.SZ#E,美芝股份,深圳,装修装饰,20170320
1344,002857.SZ,002857.SZ#E,三晖电气,河南,电器仪表,20170323
1345,002858.SZ,002858.SZ#E,力盛体育,上海,文教休闲,20170324
1346,002859.SZ,002859.SZ#E,洁美科技,浙江,元器件,20170407
1347,002860.SZ,002860.SZ#E,星帅尔,浙江,家用电器,20170412
1348,002861.SZ,002861.SZ#E,瀛通通讯,湖北,元器件,20170413
1349,002862.SZ,002862.SZ#E,实丰文化,广东,文教休闲,20170411
1350,002863.SZ,002863.SZ#E,今飞凯达,浙江,汽车配件,20170418
1351,002864.SZ,002864.SZ#E,盘龙药业,陕西,中成药,20171116
1352,002865.SZ,002865.SZ#E,钧达股份,海南,电气设备,20170425
1353,002866.SZ,002866.SZ#E,传艺科技,江苏,IT设备,20170426
1354,002867.SZ,002867.SZ#E,周大生,深圳,服饰,20170427
1355,002868.SZ,002868.SZ#E,绿康生化,福建,农业综合,20170503
1356,002869.SZ,002869.SZ#E,金溢科技,深圳,通信设备,20170515
1357,002870.SZ,002870.SZ#E,香山股份,广东,汽车配件,20170515
1358,002871.SZ,002871.SZ#E,伟隆股份,山东,机械基件,20170511
1359,002872.SZ,002872.SZ#E,ST天圣,重庆,医药商业,20170519
1360,002873.SZ,002873.SZ#E,新天药业,贵州,中成药,20170519
1361,002875.SZ,002875.SZ#E,安奈儿,深圳,服饰,20170601
1362,002876.SZ,002876.SZ#E,三利谱,深圳,元器件,20170525
1363,002877.SZ,002877.SZ#E,智能自控,江苏,机械基件,20170605
1364,002878.SZ,002878.SZ#E,元隆雅图,北京,广告包装,20170606
1365,002879.SZ,002879.SZ#E,长缆科技,湖南,电气设备,20170707
1366,002880.SZ,002880.SZ#E,卫光生物,深圳,生物制药,20170616
1367,002881.SZ,002881.SZ#E,美格智能,深圳,通信设备,20170622
1368,002882.SZ,002882.SZ#E,金龙羽,深圳,电气设备,20170717
1369,002883.SZ,002883.SZ#E,中设股份,江苏,建筑工程,20170620
1370,002884.SZ,002884.SZ#E,凌霄泵业,广东,机械基件,20170711
1371,002885.SZ,002885.SZ#E,京泉华,深圳,元器件,20170627
1372,002886.SZ,002886.SZ#E,沃特股份,深圳,塑料,20170627
1373,002887.SZ,002887.SZ#E,绿茵生态,天津,环境保护,20170801
1374,002888.SZ,002888.SZ#E,惠威科技,广东,元器件,20170721
1375,002889.SZ,002889.SZ#E,东方嘉盛,深圳,仓储物流,20170731
1376,002890.SZ,002890.SZ#E,弘宇股份,山东,农用机械,20170802
1377,002891.SZ,002891.SZ#E,中宠股份,山东,饲料,20170821
1378,002892.SZ,002892.SZ#E,科力尔,湖南,电气设备,20170817
1379,002893.SZ,002893.SZ#E,京能热力,北京,供气供热,20170915
1380,002895.SZ,002895.SZ#E,川恒股份,贵州,化工原料,20170825
1381,002896.SZ,002896.SZ#E,中大力德,浙江,机械基件,20170829
1382,002897.SZ,002897.SZ#E,意华股份,浙江,元器件,20170907
1383,002898.SZ,002898.SZ#E,赛隆药业,广东,化学制药,20170912
1384,002899.SZ,002899.SZ#E,英派斯,山东,文教休闲,20170915
1385,002900.SZ,002900.SZ#E,哈三联,黑龙江,化学制药,20170922
1386,002901.SZ,002901.SZ#E,大博医疗,福建,医疗保健,20170922
1387,002902.SZ,002902.SZ#E,铭普光磁,广东,通信设备,20170929
1388,002903.SZ,002903.SZ#E,宇环数控,湖南,机床制造,20171013
1389,002905.SZ,002905.SZ#E,金逸影视,广东,影视音像,20171016
1390,002906.SZ,002906.SZ#E,华阳集团,广东,汽车配件,20171013
1391,002907.SZ,002907.SZ#E,华森制药,重庆,中成药,20171020
1392,002908.SZ,002908.SZ#E,德生科技,广东,元器件,20171020
1393,002909.SZ,002909.SZ#E,集泰股份,广东,化工原料,20171026
1394,002910.SZ,002910.SZ#E,庄园牧场,甘肃,乳制品,20171031
1395,002911.SZ,002911.SZ#E,佛燃能源,广东,供气供热,20171122
1396,002912.SZ,002912.SZ#E,中新赛克,深圳,IT设备,20171121
1397,002913.SZ,002913.SZ#E,奥士康,湖南,元器件,20171201
1398,002915.SZ,002915.SZ#E,中欣氟材,浙江,化工原料,20171205
1399,002916.SZ,002916.SZ#E,深南电路,深圳,元器件,20171213
1400,002917.SZ,002917.SZ#E,金奥博,深圳,化工原料,20171208
1401,002918.SZ,002918.SZ#E,蒙娜丽莎,广东,陶瓷,20171219
1402,002919.SZ,002919.SZ#E,名臣健康,广东,日用化工,20171218
1403,002920.SZ,002920.SZ#E,德赛西威,广东,汽车配件,20171226
1404,002921.SZ,002921.SZ#E,联诚精密,山东,汽车配件,20171227
1405,002922.SZ,002922.SZ#E,伊戈尔,广东,电气设备,20171229
1406,002923.SZ,002923.SZ#E,润都股份,广东,化学制药,20180105
1407,002925.SZ,002925.SZ#E,盈趣科技,福建,元器件,20180115
1408,002926.SZ,002926.SZ#E,华西证券,四川,证券,20180205
1409,002927.SZ,002927.SZ#E,泰永长征,贵州,电气设备,20180223
1410,002928.SZ,002928.SZ#E,华夏航空,贵州,空运,20180302
1411,002929.SZ,002929.SZ#E,润建股份,广西,通信设备,20180301
1412,002930.SZ,002930.SZ#E,宏川智慧,广东,仓储物流,20180328
1413,002931.SZ,002931.SZ#E,锋龙股份,浙江,机械基件,20180403
1414,002932.SZ,002932.SZ#E,明德生物,湖北,医疗保健,20180710
1415,002933.SZ,002933.SZ#E,新兴装备,北京,航空,20180828
1416,002935.SZ,002935.SZ#E,天奥电子,四川,航空,20180903
1417,002936.SZ,002936.SZ#E,郑州银行,河南,银行,20180919
1418,002937.SZ,002937.SZ#E,兴瑞科技,浙江,元器件,20180926
1419,002938.SZ,002938.SZ#E,鹏鼎控股,深圳,元器件,20180918
1420,002939.SZ,002939.SZ#E,长城证券,深圳,证券,20181026
1421,002940.SZ,002940.SZ#E,昂利康,浙江,化学制药,20181023
1422,002941.SZ,002941.SZ#E,新疆交建,新疆,建筑工程,20181128
1423,002942.SZ,002942.SZ#E,新农股份,浙江,农药化肥,20181205
1424,002943.SZ,002943.SZ#E,宇晶股份,湖南,机床制造,20181129
1425,002945.SZ,002945.SZ#E,华林证券,西藏,证券,20190117
1426,002946.SZ,002946.SZ#E,新乳业,四川,乳制品,20190125
1427,002947.SZ,002947.SZ#E,恒铭达,江苏,元器件,20190201
1428,002948.SZ,002948.SZ#E,青岛银行,山东,银行,20190116
1429,002949.SZ,002949.SZ#E,华阳国际,深圳,建筑工程,20190226
1430,002950.SZ,002950.SZ#E,奥美医疗,湖北,医疗保健,20190311
1431,002951.SZ,002951.SZ#E,金时科技,四川,广告包装,20190315
1432,002952.SZ,002952.SZ#E,亚世光电,辽宁,元器件,20190328
1433,002953.SZ,002953.SZ#E,日丰股份,广东,电气设备,20190509
1434,002955.SZ,002955.SZ#E,鸿合科技,北京,IT设备,20190523
1435,002956.SZ,002956.SZ#E,西麦食品,广西,食品,20190619
1436,002957.SZ,002957.SZ#E,科瑞技术,深圳,专用机械,20190726
1437,002958.SZ,002958.SZ#E,青农商行,山东,银行,20190326
1438,002959.SZ,002959.SZ#E,小熊电器,广东,家用电器,20190823
1439,002960.SZ,002960.SZ#E,青鸟消防,河北,专用机械,20190809
1440,002961.SZ,002961.SZ#E,瑞达期货,福建,多元金融,20190905
1441,002962.SZ,002962.SZ#E,五方光电,湖北,元器件,20190917
1442,002963.SZ,002963.SZ#E,豪尔赛,北京,装修装饰,20191028
1443,002965.SZ,002965.SZ#E,祥鑫科技,广东,汽车配件,20191025
1444,002966.SZ,002966.SZ#E,苏州银行,江苏,银行,20190802
1445,002967.SZ,002967.SZ#E,广电计量,广东,电器仪表,20191108
1446,002968.SZ,002968.SZ#E,新大正,重庆,房产服务,20191203
1447,002969.SZ,002969.SZ#E,嘉美包装,安徽,广告包装,20191202
1448,002970.SZ,002970.SZ#E,锐明技术,深圳,IT设备,20191217
1449,002971.SZ,002971.SZ#E,和远气体,湖北,化工原料,20200113
1450,002972.SZ,002972.SZ#E,科安达,深圳,运输设备,20191227
1451,002973.SZ,002973.SZ#E,侨银股份,广东,环境保护,20200106
1452,002975.SZ,002975.SZ#E,博杰股份,广东,专用机械,20200205
1453,002976.SZ,002976.SZ#E,瑞玛精密,江苏,汽车配件,20200306
1454,002977.SZ,002977.SZ#E,天箭科技,四川,通信设备,20200317
1455,002978.SZ,002978.SZ#E,安宁股份,四川,小金属,20200417
1456,002979.SZ,002979.SZ#E,雷赛智能,深圳,专用机械,20200408
1457,002980.SZ,002980.SZ#E,华盛昌,深圳,电器仪表,20200415
1458,002981.SZ,002981.SZ#E,朝阳科技,广东,元器件,20200417
1459,002982.SZ,002982.SZ#E,湘佳股份,湖南,农业综合,20200424
1460,002983.SZ,002983.SZ#E,芯瑞达,安徽,元器件,20200428
1461,002984.SZ,002984.SZ#E,森麒麟,山东,汽车配件,20200911
1462,002985.SZ,002985.SZ#E,北摩高科,北京,航空,20200429
1463,002986.SZ,002986.SZ#E,宇新股份,湖南,化工原料,20200602
1464,002987.SZ,002987.SZ#E,京北方,北京,软件服务,20200507
1465,002988.SZ,002988.SZ#E,豪美新材,广东,铝,20200518
1466,002989.SZ,002989.SZ#E,中天精装,深圳,装修装饰,20200610
1467,002990.SZ,002990.SZ#E,盛视科技,深圳,软件服务,20200525
1468,002991.SZ,002991.SZ#E,甘源食品,江西,食品,20200731
1469,002992.SZ,002992.SZ#E,宝明科技,深圳,元器件,20200803
1470,002993.SZ,002993.SZ#E,奥海科技,广东,元器件,20200817
1471,002995.SZ,002995.SZ#E,天地在线,北京,互联网,20200805
1472,002996.SZ,002996.SZ#E,顺博合金,重庆,铝,20200828
1473,002997.SZ,002997.SZ#E,瑞鹄模具,安徽,专用机械,20200903
1474,002998.SZ,002998.SZ#E,优彩资源,江苏,化纤,20200925
1475,002999.SZ,002999.SZ#E,天禾股份,广东,批发业,20200903
1476,003000.SZ,003000.SZ#E,劲仔食品,湖南,食品,20200914
1477,003001.SZ,003001.SZ#E,中岩大地,北京,建筑工程,20201013
1478,003002.SZ,003002.SZ#E,壶化股份,山西,化工原料,20200922
1479,003003.SZ,003003.SZ#E,天元股份,广东,广告包装,20200921
1480,003004.SZ,003004.SZ#E,声迅股份,北京,软件服务,20201126
1481,003005.SZ,003005.SZ#E,竞业达,北京,软件服务,20200922
1482,003006.SZ,003006.SZ#E,百亚股份,重庆,造纸,20200921
1483,003007.SZ,003007.SZ#E,直真科技,北京,软件服务,20200923
1484,003008.SZ,003008.SZ#E,开普检测,河南,电气设备,20200923
1485,003009.SZ,003009.SZ#E,中天火箭,陕西,航空,20200925
1486,003010.SZ,003010.SZ#E,若羽臣,广东,互联网,20200925
1487,003011.SZ,003011.SZ#E,海象新材,浙江,家居用品,20200930
1488,003012.SZ,003012.SZ#E,东鹏控股,广东,陶瓷,20201019
1489,003013.SZ,003013.SZ#E,地铁设计,广东,建筑工程,20201022
1490,003015.SZ,003015.SZ#E,日久光电,江苏,元器件,20201021
1491,003016.SZ,003016.SZ#E,欣贺股份,福建,服饰,20201026
1492,003017.SZ,003017.SZ#E,大洋生物,浙江,化工原料,20201026
1493,003018.SZ,003018.SZ#E,金富科技,广东,塑料,20201106
1494,003019.SZ,003019.SZ#E,宸展光电,福建,元器件,20201117
1495,003020.SZ,003020.SZ#E,立方制药,安徽,化学制药,20201215
1496,003021.SZ,003021.SZ#E,兆威机电,深圳,元器件,20201204
1497,003022.SZ,003022.SZ#E,联泓新科,山东,化工原料,20201208
1498,003023.SZ,003023.SZ#E,彩虹集团,四川,家用电器,20201211
1499,003025.SZ,003025.SZ#E,思进智能,浙江,机床制造,20201211
1500,003026.SZ,003026.SZ#E,中晶科技,浙江,半导体,20201218
1501,003027.SZ,003027.SZ#E,同兴环保,安徽,环境保护,20201218
1502,003028.SZ,003028.SZ#E,振邦智能,深圳,元器件,20201228
1503,003029.SZ,003029.SZ#E,吉大正元,吉林,软件服务,20201224
1504,003030.SZ,003030.SZ#E,祖名股份,浙江,食品,20210106
1505,003031.SZ,003031.SZ#E,中瓷电子,河北,元器件,20210104
1506,003032.SZ,003032.SZ#E,传智教育,江苏,文教休闲,20210112
1507,003033.SZ,003033.SZ#E,征和工业,山东,汽车配件,20210111
1508,003035.SZ,003035.SZ#E,南网能源,广东,新型电力,20210119
1509,003036.SZ,003036.SZ#E,泰坦股份,浙江,纺织机械,20210128
1510,003037.SZ,003037.SZ#E,三和管桩,广东,水泥,20210204
1511,003038.SZ,003038.SZ#E,鑫铂股份,安徽,铝,20210210
1512,003039.SZ,003039.SZ#E,顺控发展,广东,水务,20210308
1513,003040.SZ,003040.SZ#E,楚天龙,广东,通信设备,20210322
1514,003041.SZ,003041.SZ#E,真爱美家,浙江,纺织,20210406
1515,003042.SZ,003042.SZ#E,中农联合,山东,农药化肥,20210406
1516,003043.SZ,003043.SZ#E,华亚智能,江苏,半导体,20210406
1517,003816.SZ,003816.SZ#E,中国广核,深圳,新型电力,20190826
1518,300001.SZ,300001.SZ#E,特锐德,山东,电气设备,20091030
1519,300002.SZ,300002.SZ#E,神州泰岳,北京,互联网,20091030
1520,300003.SZ,300003.SZ#E,乐普医疗,北京,医疗保健,20091030
1521,300004.SZ,300004.SZ#E,南风股份,广东,电气设备,20091030
1522,300005.SZ,300005.SZ#E,探路者,北京,服饰,20091030
1523,300006.SZ,300006.SZ#E,莱美药业,重庆,化学制药,20091030
1524,300007.SZ,300007.SZ#E,汉威科技,河南,电器仪表,20091030
1525,300008.SZ,300008.SZ#E,天海防务,上海,船舶,20091030
1526,300009.SZ,300009.SZ#E,安科生物,安徽,生物制药,20091030
1527,300010.SZ,300010.SZ#E,*ST豆神,北京,软件服务,20091030
1528,300011.SZ,300011.SZ#E,鼎汉技术,北京,运输设备,20091030
1529,300012.SZ,300012.SZ#E,华测检测,深圳,电器仪表,20091030
1530,300013.SZ,300013.SZ#E,新宁物流,河南,仓储物流,20091030
1531,300014.SZ,300014.SZ#E,亿纬锂能,广东,电气设备,20091030
1532,300015.SZ,300015.SZ#E,爱尔眼科,湖南,医疗保健,20091030
1533,300016.SZ,300016.SZ#E,北陆药业,北京,化学制药,20091030
1534,300017.SZ,300017.SZ#E,网宿科技,上海,软件服务,20091030
1535,300018.SZ,300018.SZ#E,中元股份,湖北,电气设备,20091030
1536,300019.SZ,300019.SZ#E,硅宝科技,四川,化工原料,20091030
1537,300020.SZ,300020.SZ#E,银江技术,浙江,软件服务,20091030
1538,300021.SZ,300021.SZ#E,大禹节水,甘肃,建筑工程,20091030
1539,300022.SZ,300022.SZ#E,吉峰科技,四川,农用机械,20091030
1540,300024.SZ,300024.SZ#E,机器人,辽宁,专用机械,20091030
1541,300025.SZ,300025.SZ#E,华星创业,浙江,通信设备,20091030
1542,300026.SZ,300026.SZ#E,红日药业,天津,中成药,20091030
1543,300027.SZ,300027.SZ#E,华谊兄弟,浙江,影视音像,20091030
1544,300029.SZ,300029.SZ#E,ST天龙,江苏,电气设备,20091225
1545,300030.SZ,300030.SZ#E,阳普医疗,广东,医疗保健,20091225
1546,300031.SZ,300031.SZ#E,宝通科技,江苏,互联网,20091225
1547,300032.SZ,300032.SZ#E,金龙机电,浙江,元器件,20091225
1548,300033.SZ,300033.SZ#E,同花顺,浙江,软件服务,20091225
1549,300034.SZ,300034.SZ#E,钢研高纳,北京,航空,20091225
1550,300035.SZ,300035.SZ#E,中科电气,湖南,电气设备,20091225
1551,300036.SZ,300036.SZ#E,超图软件,北京,软件服务,20091225
1552,300037.SZ,300037.SZ#E,新宙邦,深圳,化工原料,20100108
1553,300039.SZ,300039.SZ#E,上海凯宝,上海,中成药,20100108
1554,300040.SZ,300040.SZ#E,九洲集团,黑龙江,电气设备,20100108
1555,300041.SZ,300041.SZ#E,回天新材,湖北,化工原料,20100108
1556,300042.SZ,300042.SZ#E,朗科科技,深圳,IT设备,20100108
1557,300043.SZ,300043.SZ#E,星辉娱乐,广东,互联网,20100120
1558,300044.SZ,300044.SZ#E,赛为智能,深圳,软件服务,20100120
1559,300045.SZ,300045.SZ#E,华力创通,北京,IT设备,20100120
1560,300046.SZ,300046.SZ#E,台基股份,湖北,半导体,20100120
1561,300047.SZ,300047.SZ#E,天源迪科,深圳,软件服务,20100120
1562,300048.SZ,300048.SZ#E,合康新能,北京,电气设备,20100120
1563,300049.SZ,300049.SZ#E,福瑞股份,内蒙,医疗保健,20100120
1564,300050.SZ,300050.SZ#E,世纪鼎利,广东,通信设备,20100120
1565,300051.SZ,300051.SZ#E,三五互联,福建,互联网,20100211
1566,300052.SZ,300052.SZ#E,中青宝,深圳,互联网,20100211
1567,300053.SZ,300053.SZ#E,欧比特,广东,半导体,20100211
1568,300054.SZ,300054.SZ#E,鼎龙股份,湖北,化工原料,20100211
1569,300055.SZ,300055.SZ#E,万邦达,北京,环境保护,20100226
1570,300056.SZ,300056.SZ#E,中创环保,福建,环境保护,20100226
1571,300057.SZ,300057.SZ#E,万顺新材,广东,铝,20100226
1572,300058.SZ,300058.SZ#E,蓝色光标,北京,广告包装,20100226
1573,300059.SZ,300059.SZ#E,东方财富,上海,证券,20100319
1574,300061.SZ,300061.SZ#E,旗天科技,上海,互联网,20100319
1575,300062.SZ,300062.SZ#E,中能电气,福建,电气设备,20100319
1576,300063.SZ,300063.SZ#E,天龙集团,广东,互联网,20100326
1577,300065.SZ,300065.SZ#E,海兰信,北京,船舶,20100326
1578,300066.SZ,300066.SZ#E,三川智慧,江西,电器仪表,20100326
1579,300067.SZ,300067.SZ#E,安诺其,上海,染料涂料,20100421
1580,300068.SZ,300068.SZ#E,南都电源,浙江,电气设备,20100421
1581,300069.SZ,300069.SZ#E,金利华电,山西,电气设备,20100421
1582,300070.SZ,300070.SZ#E,碧水源,北京,环境保护,20100421
1583,300071.SZ,300071.SZ#E,福石控股,北京,广告包装,20100421
